distance_m,dist_from_center_m,hour_sin,hour_cos,day_sin,day_cos,city_id,weather,season,multiplier
7287.218872720877,1555.5598820506727,0.895519886851748,0.4450214963943117,0.7818314824680298,0.6234898018587336,london,snow,spring,2.399182145593821
14802.159034833245,7532.237213353373,0.8868982261121946,0.46196486502659767,-0.9749279121818236,-0.2225209339563146,reykjavik,clear,summer,1.030727549337713
6666.968179366723,6118.599769308076,-0.959828236437319,0.28058823307050157,0.7818314824680298,0.6234898018587336,reykjavik,snow,autumn,2.893774429500196
9259.045458686422,8132.4181973296945,-0.9750422260044062,0.2220194980364843,0.9749279121818236,-0.22252093395631434,tokyo,clear,winter,3.3292924848095833
1290.8250797896853,2845.597877460835,0.9878711576524936,0.1552758058369756,0.7818314824680298,0.6234898018587336,dubai,clear,autumn,1.5484176681506021
12712.04616304877,3883.7300173193466,-0.8392058199902845,0.5438139311330983,-0.7818314824680299,0.6234898018587334,singapore,clear,summer,1.6331723826144062
9898.436710203381,3505.144193983668,0.1250144991713909,-0.9921549148177045,-0.7818314824680299,0.6234898018587334,paris,clear,summer,2.0359002979999348
6358.291491510796,9571.822106092926,0.1874484972163157,-0.9822744325754106,0.43388373911755823,-0.900968867902419,reykjavik,clear,summer,1.0747133370985071
734.4583293405365,2054.757778360161,-0.08976880109592107,0.9959626310006822,0.9749279121818236,-0.22252093395631434,cape_town,clear,spring,1.4152656548664415
9079.197898605806,7301.665404293946,-0.12043580477739237,-0.992721117397843,0.7818314824680298,0.6234898018587336,delhi,clear,winter,2.642184699545654
683.5385130203517,616.2601891092808,0.7585477365505285,0.6516174731957929,-0.433883739117558,-0.9009688679024191,dubai,fog,spring,1.8751619544591742
517.4524016807596,6594.330910820636,0.9821033246147447,-0.1883429313265177,0.7818314824680298,0.6234898018587336,paris,snow,winter,2.8376792407815996
9433.429151165643,766.9677090366708,0.8649275949473931,-0.5018966581862427,-0.9749279121818236,-0.2225209339563146,chennai,clear,summer,2.4246050468276534
3240.7474763510368,2110.519089455848,-0.25800809569876126,0.9661427547489547,0.7818314824680298,0.6234898018587336,cape_town,clear,spring,1.3016475882707388
3282.369470912382,1356.3036246427464,0.9961129461535446,-0.08808517755732533,-0.9749279121818236,-0.2225209339563146,singapore,clear,winter,1.8501799192865271
9972.437704574784,4160.704246601118,0.423487140231073,-0.9059021150537775,0.7818314824680298,0.6234898018587336,manhattan,clear,summer,2.748906289735693
1278.609225120927,4124.777012492749,-0.9999973781568651,-0.0022899081631905438,-0.9749279121818236,-0.2225209339563146,cape_town,clear,spring,1.4555487395629325
5044.380641381067,9917.031368739075,0.9885606584417478,-0.15082381967453995,0.0,1.0,sydney,clear,summer,1.7915806041029518
2666.7625810592763,2708.2494165663443,-0.9541940701843943,-0.2991883627832796,-0.9749279121818236,-0.2225209339563146,dubai,clear,winter,1.780340845160973
8912.557362049742,1036.6409012877239,0.9645865866754799,0.2637664057565837,-0.433883739117558,-0.9009688679024191,mumbai,fog,summer,3.839824478620789
10095.594743547239,7242.141489769557,0.998895041416924,0.04699676832168033,0.9749279121818236,-0.22252093395631434,cape_town,clear,autumn,1.4218248640104576
10956.469877186131,8249.408395200082,-0.08577344675413448,0.9963146670765796,-0.7818314824680299,0.6234898018587334,bali,snow,autumn,1.6700578958746448
4200.852645319199,3537.8833922574454,0.7334928002434199,-0.6796972208204669,0.0,1.0,manhattan,rain,winter,6.788616993898255
1794.121398730468,7233.769396336526,-0.9918655906180727,-0.127289630951865,-0.433883739117558,-0.9009688679024191,rio,fog,summer,5.243451332811028
1640.9130256575186,9312.678816079728,-0.8441154307459267,0.5361614864727033,0.9749279121818236,-0.22252093395631434,rio,fog,autumn,2.1964480625817364
6679.197452535494,4170.635268913347,0.8204829311325035,-0.5716710240341166,-0.9749279121818236,-0.2225209339563146,hyderabad,clear,autumn,1.7009236960963536
14214.743931409368,6304.246079197342,0.781727092485789,-0.6236206802806613,0.7818314824680298,0.6234898018587336,sydney,fog,winter,3.770726239978685
3657.070996581857,1759.5992840678405,-0.9894959226722695,0.14456077965670378,0.0,1.0,chennai,fog,spring,5.436773038431102
4222.753219452465,283.76161284216425,-0.6227943887165153,-0.7823855503415321,0.9749279121818236,-0.22252093395631434,cape_town,clear,summer,1.8044536429462896
1962.8876305349545,11776.415697729955,0.7634501853034701,-0.6458667157859254,0.7818314824680298,0.6234898018587336,cape_town,clear,winter,2.8445234319942476
9280.768971461988,3596.7702064364394,-0.9999962830920064,-0.0027264999856720044,0.0,1.0,chennai,rain,spring,6.058037483920099
10358.156672234036,3346.824608661859,-0.7554670649897767,0.6551866251044297,0.9749279121818236,-0.22252093395631434,hyderabad,clear,autumn,1.8784812009188154
9822.502518331019,11678.941598077052,0.9955845736930763,0.09386882669116231,0.9749279121818236,-0.22252093395631434,delhi,fog,summer,2.524137221200131
12986.388524149328,8738.8022851574,0.15243747296644117,0.9883131167983179,0.0,1.0,delhi,clear,autumn,1.5569793301050459
7553.17460787804,7023.574655285798,0.9885125073161319,-0.15113908455318284,0.0,1.0,hyderabad,fog,summer,2.4778151959033856
2449.6270911224346,8391.880741120282,-0.8895461381667056,-0.45684534371349395,-0.7818314824680299,0.6234898018587334,delhi,fog,autumn,3.2748810439685636
4696.374395213983,8519.118800344831,-0.507676549287088,0.8615477475473746,-0.9749279121818236,-0.2225209339563146,tokyo,fog,autumn,2.3913432004136452
10105.2346146096,9160.03056351579,-0.7580982069150656,0.6521404056429586,-0.7818314824680299,0.6234898018587334,cape_town,rain,winter,1.685114055392405
9390.268619252618,806.2707770390393,0.9847513769061184,0.17396759951641583,-0.9749279121818236,-0.2225209339563146,zurich,clear,autumn,1.590372287547879
8199.545381272956,4953.977037394656,-0.6799526112350653,0.7332560579187983,0.9749279121818236,-0.22252093395631434,london,rain,summer,2.3370679654916198
10402.984070985964,3541.5638139961975,-0.9280742004871191,0.3723953254139941,0.43388373911755823,-0.900968867902419,chennai,rain,autumn,3.643101870023487
9742.16733041284,846.8356622040658,-0.9952006950610834,-0.09785487494211247,0.7818314824680298,0.6234898018587336,bali,clear,autumn,3.642720170652751
13279.2108972418,4951.187962157145,-0.9256176500216736,-0.3784599925597876,0.9749279121818236,-0.22252093395631434,tokyo,clear,winter,3.7447084211782946
8997.237473435302,7394.0818249577615,-0.9363460182217456,0.3510785299050378,0.0,1.0,singapore,clear,winter,2.20127125251278
11789.719701158068,2141.9721596930253,-0.7635411119215468,0.6457592201475778,0.9749279121818236,-0.22252093395631434,tokyo,fog,autumn,2.8681508417940327
4106.253761513784,3660.3209266542453,-0.9071899931794076,0.4207211859119366,0.0,1.0,zurich,clear,autumn,1.5880670966979509
10333.647476541486,7670.049863005848,0.6929666135265458,0.7209696751858229,0.7818314824680298,0.6234898018587336,singapore,fog,summer,1.6764290422440666
13581.814716548797,6951.895890686561,-0.9847340690897303,-0.17406554275324634,-0.9749279121818236,-0.2225209339563146,bali,clear,summer,1.2786371996533796
6093.118754547582,10425.425558078687,-0.8399087066652501,0.5427277074812995,-0.7818314824680299,0.6234898018587334,zurich,clear,winter,1.159306633877932
11797.010716410376,9494.771635804602,0.9195073268231588,0.3930728633708114,0.0,1.0,paris,clear,spring,1.3402902244566917
11009.444867333814,11587.332627432354,0.9742407970683775,0.22551024217886947,0.0,1.0,london,snow,autumn,2.4548773798270482
1363.129854641426,7166.319721360526,-0.9745593086897456,0.22412977010242344,0.43388373911755823,-0.900968867902419,bali,clear,summer,2.2775630643964027
8931.870489549048,8381.608396939517,0.8308435428408173,-0.5565060712334763,-0.9749279121818236,-0.2225209339563146,cape_town,rain,winter,1.5924378356931261
2387.7455634116345,10326.075105772834,0.5893040665152767,-0.8079113300285857,-0.7818314824680299,0.6234898018587334,delhi,clear,summer,2.2372946322278517
14526.127997343572,10079.909337903217,0.697448581582801,-0.7166348275433863,0.0,1.0,paris,fog,autumn,4.360978755272724
12265.408789159515,8624.659704314812,0.972855503635592,0.23141341587284567,-0.433883739117558,-0.9009688679024191,sydney,clear,winter,1.4830507867202951
2090.9951180832413,6003.074512487701,-0.375157615653683,0.9269610366229227,-0.7818314824680299,0.6234898018587334,bali,clear,winter,1.210191883912067
2265.403965891337,3278.4826587687458,-0.93903672496706,0.34381685409988,-0.433883739117558,-0.9009688679024191,sydney,clear,winter,2.297036340870793
9119.870896232975,10526.589047224872,0.9999942630714136,-0.0033873033906784873,0.43388373911755823,-0.900968867902419,singapore,clear,autumn,1.6048761348885894
5500.893025511158,9319.86530684766,0.6182901924658489,0.7859498952862984,0.7818314824680298,0.6234898018587336,paris,rain,winter,1.62630918594392
1006.1349565600846,10054.883423501751,0.717644311457718,-0.6964098234749262,0.7818314824680298,0.6234898018587336,london,clear,autumn,3.348765551263977
8353.801863579269,1689.4718177664504,0.5073724324410835,-0.8617268794686738,-0.7818314824680299,0.6234898018587334,cape_town,clear,summer,1.7867954875622702
6123.753945444781,3777.7545382712956,0.04454644862449459,0.9990073142449685,0.0,1.0,hyderabad,rain,winter,1.8889280078022808
1965.6091393902684,5098.620454795814,-0.6511084134167251,0.7589847389624873,0.43388373911755823,-0.900968867902419,cape_town,clear,spring,1.5053929860302258
12127.845687711748,10060.223667606728,-0.8042491124686912,0.5942923229298209,-0.9749279121818236,-0.2225209339563146,zurich,fog,summer,1.723944809812549
13768.613096542687,10714.640072575867,-0.8084135195684538,0.588614968701056,0.43388373911755823,-0.900968867902419,cape_town,rain,summer,1.770527802093815
11470.612043204885,3418.7125710634355,-0.9391591849597396,0.3434822052243137,0.43388373911755823,-0.900968867902419,mumbai,clear,autumn,4.402357849710651
12425.123495236021,8237.150007189177,-0.9943848308613669,-0.10582442134408636,-0.433883739117558,-0.9009688679024191,reykjavik,clear,summer,2.3608321876756273
3639.113225358702,933.7704738307608,-0.7481160925280939,-0.6635678654821198,-0.9749279121818236,-0.2225209339563146,hyderabad,rain,spring,3.239762248099354
4321.807788319715,4914.879263625134,-0.24692911854923766,0.9690335445238707,0.7818314824680298,0.6234898018587336,tokyo,clear,spring,1.6166305768221012
3523.649334338222,5840.0292930226215,-0.971228998546108,-0.23814750131614668,-0.9749279121818236,-0.2225209339563146,delhi,rain,summer,2.887387494461757
11593.419754800678,9187.59377878939,-0.7300219236669417,-0.6834237272480506,-0.433883739117558,-0.9009688679024191,manhattan,rain,autumn,3.488181798411061
14244.797644550208,10703.666842045446,-0.9703926283816597,0.24153291035081337,0.7818314824680298,0.6234898018587336,london,rain,spring,3.58134585770754
10894.139497641589,4047.398829893474,0.9997248415153018,0.023457221856063172,0.9749279121818236,-0.22252093395631434,paris,rain,autumn,2.37237509942478
13281.268090753561,6332.866679302816,-0.20496767951136183,0.9787687420201606,-0.7818314824680299,0.6234898018587334,reykjavik,clear,spring,1.0371122921995712
9761.136875806002,7769.378668410291,0.12010758426069425,0.9927608816845375,0.0,1.0,london,fog,summer,1.761613616283584
6121.068558102586,3944.246747361776,-0.8030857603618535,-0.595863458775602,-0.9749279121818236,-0.2225209339563146,paris,fog,summer,3.24589556451939
6673.543416489425,11826.458558088534,0.46567494619246586,0.8849558432422738,0.9749279121818236,-0.22252093395631434,delhi,rain,autumn,2.122517343144696
1592.1607664273702,10509.292554840295,-0.7966341129663922,0.6044618185280601,-0.7818314824680299,0.6234898018587334,dubai,clear,spring,1.396515987501882
956.1293310673782,3556.8339463993993,-0.20192511118300255,0.9794009646073114,-0.9749279121818236,-0.2225209339563146,dubai,snow,autumn,2.274842650869442
10584.396260741622,6095.35477198858,0.5431764615905281,-0.839618563142808,0.0,1.0,sydney,clear,autumn,2.164438467616062
6857.218934162119,2770.0873589669322,-0.7817459189702497,0.6235970799910466,0.0,1.0,london,clear,winter,2.068164467979115
8507.118486792127,6174.047026840018,0.8584260444336285,-0.5129373511824169,0.43388373911755823,-0.900968867902419,dubai,rain,winter,3.670211904499905
8586.088090525038,8199.988137879418,0.842314422669059,0.5389864686276361,-0.433883739117558,-0.9009688679024191,mumbai,rain,autumn,3.6517123009007095
4521.949293332871,1026.2531135158538,0.986014131005604,-0.16666173363211945,-0.433883739117558,-0.9009688679024191,hyderabad,snow,autumn,3.5457494139098813
7400.441407027615,10441.40645768726,0.9474165245181702,-0.3200030141575413,0.7818314824680298,0.6234898018587336,paris,clear,spring,2.392677146263643
7326.023214181683,7124.950421359002,-0.7318355182129348,-0.6814813088280596,0.43388373911755823,-0.900968867902419,sydney,clear,winter,1.6664044342953388
6132.194707803927,11875.23478292402,-0.9582562640345997,0.28591070710704686,-0.433883739117558,-0.9009688679024191,cape_town,fog,winter,2.776797760176745
12399.793059315522,307.0980869940385,0.9606723940568674,0.27768426548338465,0.7818314824680298,0.6234898018587336,paris,clear,spring,1.6774705399717353
7041.878053470141,9977.980213178786,0.5262770664925663,0.8503131477779107,0.7818314824680298,0.6234898018587336,sydney,clear,summer,1.0934386983998015
9252.845605336823,9503.55657905457,0.9841791099096274,0.1771764081854397,0.7818314824680298,0.6234898018587336,delhi,clear,winter,2.08787496006062
13485.041745521978,1594.2301444803882,0.9575531701686122,-0.28825670209041243,-0.433883739117558,-0.9009688679024191,london,clear,spring,2.8740996233757947
13060.387531454377,4023.6676210008804,0.982504794967428,-0.18623728913945278,0.0,1.0,delhi,clear,spring,2.9801955435176346
13411.121954797894,10617.554436530072,0.9822288833933922,0.18768702839506496,0.43388373911755823,-0.900968867902419,hyderabad,clear,spring,1.6074055603114918
4415.072448742702,6221.451540867051,0.21200584634659628,-0.9772683976855403,0.43388373911755823,-0.900968867902419,chennai,clear,summer,1.9996659432622543
1007.246080466911,4815.377849606868,-0.7863550261824325,0.617774856074303,0.7818314824680298,0.6234898018587336,hyderabad,clear,winter,1.825081904511638
4285.468598482274,10865.9571870101,0.5895553362322543,0.8077279898084958,0.7818314824680298,0.6234898018587336,reykjavik,clear,spring,0.8334160413266105
4541.256511500275,1120.134293724737,-0.7623204209931065,0.6471997958412016,0.7818314824680298,0.6234898018587336,delhi,clear,autumn,2.6592934443573495
13685.724737512037,5677.473394827077,0.01879547553214655,-0.9998233494470513,0.7818314824680298,0.6234898018587336,zurich,clear,winter,1.627877951835988
9914.019626150573,7828.489175704228,-0.8458999093223502,-0.5333416760468281,0.7818314824680298,0.6234898018587336,cape_town,rain,summer,2.8383918081377657
1684.707414232317,7302.497268180151,-0.9168360891112773,0.39926380464942973,-0.7818314824680299,0.6234898018587334,bali,snow,autumn,1.6454663142312698
2462.9896421609665,3171.317452906698,0.94230487416114,-0.334755917247415,0.7818314824680298,0.6234898018587336,delhi,clear,winter,3.7237731658345505
2757.3038203586434,6759.754854412037,-0.2836060270328623,0.9589408852638599,-0.9749279121818236,-0.2225209339563146,reykjavik,rain,winter,1.2742757765265935
9641.115348449386,8502.74117143178,0.5021909156847997,0.8647567774835087,-0.7818314824680299,0.6234898018587334,singapore,clear,summer,1.6011408124822457
11163.503369851545,7018.62488792038,-0.1729592353628784,-0.9849289836849601,-0.7818314824680299,0.6234898018587334,chennai,clear,summer,2.3729845450979314
12964.836703198243,8213.546711727868,0.9995446045983236,-0.030175874774078057,0.43388373911755823,-0.900968867902419,mumbai,clear,summer,2.801941423440458
14139.229986690525,3072.9448726654855,0.5466769171661577,-0.8373436261402519,-0.9749279121818236,-0.2225209339563146,paris,clear,summer,1.9198380198409248
3424.716082103406,9994.187403261392,0.31579665507283344,-0.948826892876045,0.7818314824680298,0.6234898018587336,hyderabad,clear,summer,1.8515637794624984
4991.701028498711,5396.274443819638,-0.5116797158422579,0.8591762731800653,0.0,1.0,singapore,clear,spring,1.591432574262341
3984.6817708000444,11846.686129254826,0.35886733520947867,-0.9333885770244071,0.9749279121818236,-0.22252093395631434,reykjavik,fog,spring,1.5769669048833928
5702.042728258997,279.4238480032507,-0.946993131107039,-0.3212538087495408,-0.9749279121818236,-0.2225209339563146,sydney,rain,summer,2.371346981499621
13762.644057644366,4563.78445497172,-0.2984621201161537,0.9544214807179114,-0.7818314824680299,0.6234898018587334,bali,clear,spring,1.1811798266413442
8839.132220620742,2165.70062766133,0.03434604882875863,-0.9994100004151713,-0.9749279121818236,-0.2225209339563146,cape_town,clear,summer,1.9105562513701102
11203.782511205236,6667.314323928641,0.5447623597295014,-0.8385904670469044,-0.433883739117558,-0.9009688679024191,cape_town,clear,winter,2.271252453518211
7606.728923838339,2918.4611324833527,-0.16902887132413913,0.9856111001094131,-0.7818314824680299,0.6234898018587334,cape_town,clear,winter,1.6827955609306235
918.4397433738056,8849.735358809781,-0.8832465882295697,0.46890880177367633,-0.433883739117558,-0.9009688679024191,mumbai,clear,summer,2.9155412344865628
1430.8345469683077,10582.390348050225,-0.36945083804234324,0.9292502775193614,-0.9749279121818236,-0.2225209339563146,bali,clear,summer,1.1691657244709528
8299.883953384344,2530.612242985331,0.601799946468519,-0.7986468709201131,-0.7818314824680299,0.6234898018587334,mumbai,clear,autumn,3.2817578388975166
10922.441004890372,1928.1314196215806,-0.9436669314900414,-0.33089684557603377,0.43388373911755823,-0.900968867902419,hyderabad,clear,summer,4.065066592825361
3622.2926491666067,10504.286228741743,0.9999970065027034,0.002446831753947922,-0.433883739117558,-0.9009688679024191,mumbai,rain,summer,4.212547582011243
10967.688822888409,4335.262981062067,-0.7466855139960452,0.6651772269015692,0.7818314824680298,0.6234898018587336,manhattan,clear,summer,2.3477702578829978
12254.65371551093,5215.003619508359,-0.4081949710873311,0.912894772456833,0.0,1.0,bali,fog,winter,1.4619989708866619
6472.513436250612,2651.6340293224275,0.9937056580545889,-0.11202260999591328,0.43388373911755823,-0.900968867902419,zurich,snow,autumn,2.994648686149078
11323.078876239522,5103.778416613766,0.6125714214558967,0.7904152412596193,0.43388373911755823,-0.900968867902419,bali,fog,spring,1.3223539206063657
6358.434279762669,2775.6008769359632,0.952472967259717,0.3046231222994573,0.0,1.0,reykjavik,rain,winter,1.1185331240261416
10336.08412709779,7991.129287610172,-0.741033951540682,-0.6714675589066103,-0.9749279121818236,-0.2225209339563146,manhattan,clear,spring,2.7040043186618554
11577.957215133374,5986.516949761046,0.9903020859440259,-0.13893084097820466,0.7818314824680298,0.6234898018587336,cape_town,clear,summer,1.542293654788646
14882.935965467606,9456.725351554907,-0.764920283699589,-0.6441249564990789,0.43388373911755823,-0.900968867902419,reykjavik,clear,autumn,1.2803147328212447
5508.251599922143,3752.7373928075335,0.8083195203397681,-0.5887440471356695,-0.7818314824680299,0.6234898018587334,reykjavik,rain,summer,1.233411226872838
6460.091318331866,6067.140185508453,-0.49908134145360833,0.8665551422805515,0.0,1.0,hyderabad,clear,winter,1.5898547228155235
2901.4908614474843,3114.2798757256132,0.29345363612055014,-0.9559733068698245,-0.7818314824680299,0.6234898018587334,rio,clear,winter,1.9646262827255434
3459.0593468262,11213.687162959577,0.014941154307406253,-0.99988837472388,0.7818314824680298,0.6234898018587336,tokyo,clear,summer,2.0663904154795607
10554.227537676477,6263.228013493237,0.8161034313418501,-0.5779058654764269,-0.9749279121818236,-0.2225209339563146,manhattan,clear,summer,2.101220106417115
13797.161057239902,2081.549955815317,0.4429713897083317,0.8965357482553996,0.0,1.0,reykjavik,clear,spring,0.8941172114903494
6221.771799087988,3273.1879105203484,0.039974110677820265,-0.9992007158101506,0.7818314824680298,0.6234898018587336,tokyo,rain,winter,3.039468671696221
3107.744479115348,994.8235694887218,-0.9883051481141198,0.15248912817354443,-0.433883739117558,-0.9009688679024191,tokyo,clear,spring,4.87040749859268
4633.942741053414,333.7919471728008,-0.29094748322442576,0.956739025024783,-0.7818314824680299,0.6234898018587334,manhattan,rain,spring,3.5118095896142334
7098.24971971801,6311.061912848051,0.4627889798725858,0.8864684766580768,0.0,1.0,rio,clear,autumn,1.30416355199404
4714.429775797842,4045.475070307263,-0.9559821376523017,0.29342486685646774,0.7818314824680298,0.6234898018587336,singapore,snow,summer,4.262016783434474
3886.896705267061,11565.281463123678,0.9942595538952482,-0.10699504422178654,0.9749279121818236,-0.22252093395631434,sydney,clear,spring,1.484404300964716
11171.775086977654,2055.9767563378105,-0.8971490260960036,0.4417279988578858,-0.7818314824680299,0.6234898018587334,zurich,rain,spring,1.7889496063538946
613.7513579890363,9526.951832843344,0.8374814496425025,-0.5464657551070264,-0.433883739117558,-0.9009688679024191,sydney,fog,autumn,3.7751191762194773
8318.842646379006,3791.657306314833,0.6586364880048612,0.7524612791822728,-0.7818314824680299,0.6234898018587334,bali,clear,summer,1.2860688852057547
12009.618701931431,2682.4486327044624,-0.6471480354911414,-0.7623643618113037,0.43388373911755823,-0.900968867902419,cape_town,clear,autumn,1.6025026823644337
4360.310151603289,11635.641828015689,-0.6183318525661402,0.7859171203772857,0.0,1.0,zurich,snow,winter,2.1653361872947334
9247.726903874252,9630.919184949189,0.9090323775725019,0.416725493010548,-0.7818314824680299,0.6234898018587334,bali,clear,autumn,1.106759719150346
10199.051531469959,7567.450697343979,0.13657669220245539,0.9906295004425397,0.7818314824680298,0.6234898018587336,reykjavik,rain,autumn,1.1267347554274691
9997.858097873805,8365.452446685025,-0.6667533259548146,0.745278473007367,0.43388373911755823,-0.900968867902419,cape_town,clear,autumn,1.4271500928473864
6964.819695881407,11896.577698207078,-0.9467541775705981,-0.3219573376281715,0.43388373911755823,-0.900968867902419,paris,clear,spring,3.4604690982469166
5525.380824198798,7118.488905898641,-0.9327609946959778,0.3604953907802012,-0.9749279121818236,-0.2225209339563146,manhattan,clear,winter,2.105376968194649
12620.899058903295,1222.805409683521,0.3671767733006567,0.9301511797275313,0.43388373911755823,-0.900968867902419,chennai,clear,spring,2.1217300819338725
11497.466376498032,778.3935204165764,-0.6352172832141104,0.7723334792083564,0.43388373911755823,-0.900968867902419,zurich,clear,summer,1.4659599700984318
5158.200014501732,7999.2813296864815,0.48639374905006955,-0.8737397329210902,0.7818314824680298,0.6234898018587336,zurich,clear,spring,1.7679131663313312
1993.7783194119882,7891.213727101779,-0.5998313495557486,0.8001264600612389,-0.7818314824680299,0.6234898018587334,delhi,clear,summer,1.8410787657872498
1541.2094089593033,8978.085515737064,0.39671373612579613,0.9179423792205653,-0.9749279121818236,-0.2225209339563146,reykjavik,rain,summer,1.3163192728837476
1867.0016795345728,1305.344762791365,-0.6622176402042295,0.749311548691425,0.7818314824680298,0.6234898018587336,singapore,clear,summer,1.8291760172706382
8951.60573728462,11338.82729706206,-0.8863293178174034,-0.46305543985287145,-0.9749279121818236,-0.2225209339563146,tokyo,rain,autumn,2.4248445628314754
1249.1015495203505,6613.9009669277375,-0.33440996468151407,-0.9424277030741979,0.9749279121818236,-0.22252093395631434,cape_town,clear,summer,1.6720697890930483
5385.439686978557,7794.666252254585,0.3785047928490719,0.9255993311310684,0.9749279121818236,-0.22252093395631434,reykjavik,clear,summer,0.82590610520371
11421.395677756325,418.22860053756284,-0.926070340294245,-0.3773509306034655,0.7818314824680298,0.6234898018587336,dubai,clear,winter,3.7545464429747506
4768.048414472983,11531.690574186887,-0.5764138064862047,-0.8171579551666154,-0.9749279121818236,-0.2225209339563146,rio,clear,spring,2.057069591259403
11567.967119111883,6751.102184927384,-0.9889228267340124,-0.14843059915128812,0.7818314824680298,0.6234898018587336,tokyo,clear,winter,4.5702617502056455
11309.272054002302,6760.357355935544,-0.9782130549878509,-0.20760351406307112,0.9749279121818236,-0.22252093395631434,manhattan,clear,summer,5.235437419203303
4064.4934231816364,11322.663794764558,0.34620946778019845,-0.9381572386435825,0.7818314824680298,0.6234898018587336,tokyo,clear,winter,1.8549212971100824
11067.92161134481,11152.20213820401,0.9597329488147034,0.2809139849837203,0.0,1.0,singapore,clear,spring,1.3481834449314314
11342.76125494546,2643.5831018069,-0.48742394272403716,0.8731654482738964,-0.9749279121818236,-0.2225209339563146,hyderabad,snow,summer,2.767844168028809
6263.081922171889,11173.18586287115,-0.4506866741948256,0.8926822064448283,0.0,1.0,delhi,clear,summer,1.7616216598047814
3551.097014252014,8839.455472560738,0.9715295571037591,0.23691838188239775,-0.7818314824680299,0.6234898018587334,tokyo,fog,spring,2.2006537552494283
8058.426699932102,226.80872797700945,-0.7317724781950451,-0.6815490005540924,-0.7818314824680299,0.6234898018587334,manhattan,clear,spring,3.860630143525677
13860.265026002848,2878.11778486006,0.956474992654053,0.2918143046998028,0.0,1.0,singapore,clear,summer,1.383788173134911
9774.4426202649,4955.761745657356,-0.7655862512052636,0.6433332666398273,-0.7818314824680299,0.6234898018587334,sydney,snow,summer,1.9976725841045637
3007.3762155952872,6993.869466069057,0.5786663359956986,0.815564388374893,0.0,1.0,zurich,rain,autumn,1.393858131288557
10399.975408636039,8415.956765864268,-0.061552740830647844,0.9981038323221864,0.43388373911755823,-0.900968867902419,hyderabad,snow,autumn,2.1369681432937417
6694.443895586602,2522.524727482792,-0.6415873866138916,-0.7670499497020756,0.0,1.0,delhi,clear,spring,2.5231900741381743
9077.167561652908,10040.406171284267,0.14346719880705736,0.9896550726725227,-0.9749279121818236,-0.2225209339563146,zurich,clear,summer,1.3184783917901144
11143.928507835064,10148.583886669856,-0.6757806418507685,0.7371027907285139,-0.9749279121818236,-0.2225209339563146,rio,clear,autumn,1.6399911445421427
7966.73659695945,7619.985831126928,-0.9163973199772881,-0.40026984890001877,0.9749279121818236,-0.22252093395631434,bali,clear,autumn,2.3906742852951783
12302.767631312974,11053.12692618838,-0.9457231999107366,-0.3249732745174547,-0.9749279121818236,-0.2225209339563146,hyderabad,rain,autumn,2.2148271400325976
10971.255900091102,9755.789122766255,0.9876565611790117,-0.15663498063985912,-0.7818314824680299,0.6234898018587334,hyderabad,clear,spring,1.6107842449600236
